4096,395,16199
586,4145,14758
5127,11282,6794
9386,10311,2125
4996,10878,14757
13477,4037,8975
949,5151,11489
12130,4742,6893
9085,7136,9406
346,7,2357
12141,15990,1335
15272,7777,12067
14439,4392,3472
8018,11245,7572
6799,7499,7446
10879,8459,797
14943,13395,9972
13744,9967,8633
3231,3474,7839
13787,14838,6747
12746,12243,1233
712,556,13849
8198,15845,14053
8672,4151,1670
11509,4585,3514
12065,4778,10307
5521,11354,2578
9408,564,14331
7810,5405,10068
3207,3207,12159
7444,2846,1654
5034,11574,508
15392,15392,6962
7966,13777,15482
15497,12535,2569
13823,2672,2537
14271,7345,12061
2515,3586,5905
1762,2304,9534
7426,1696,9118
13321,15114,3460
13539,4396,7601
6846,760,13145
1266,15944,185
15575,1843,494
3127,15727,7545
1174,5044,15728
8258,8080,6128
8891,989,12992
9841,13492,15993
6866,11189,7302
8787,16368,5199
9776,1470,1300
681,320,2581
12809,12039,4893
13740,4689,2040
6638,15146,15098
1331,4391,12767
10893,10031,10808
10792,10003,2519
12887,158,7339
11611,2131,11138
14537,12509,12630
12109,1652,14952
14350,3032,9471
14882,1535,3294
7337,13579,9891
7432,7906,12857
3774,7872,12232
10535,12108,14099
11175,5944,4785
13890,9256,8998
15920,4003,2557
11460,12876,7896
4833,4415,2578
2224,4197,5131
6435,15746,5748
11365,9830,1157
15459,13395,13542
2164,10311,2451
8358,3622,7522
16195,12161,12006
5429,6790,11617
948,7827,4334
3568,9883,16104
15958,11850,5632
8446,8068,10068
528,1701,8746
9544,12603,15079
13952,1639,5026
1032,9823,4507
15855,13714,11484
15840,13418,10594
11757,15887,4172
8659,8769,10645
2649,11144,11428
1190,1377,4367
13440,13281,9787
8146,1281,6317
7264,6554,1796
9435,11927,13431
10439,8961,2567
5127,1831,11508
4308,2839,5749
2143,9044,10591
10602,7154,2741
10232,12872,7979
10192,16141,15150
6761,6761,3609
11219,4198,4763
2455,9338,6298
8499,15330,6347
6491,3644,8540
15952,149,10185
8621,15701,1671
13958,5087,4265
14952,4743,7256
15741,15741,3383
4502,11910,4076
7624,15639,3950
9535,10462,13368
15988,1823,15168
10427,3911,2613
4400,8012,882
6292,6292,13443
1531,10612,347
459,11215,14512
6195,45,1253
10835,4350,14588
12538,15949,1969
10228,3419,3388
7812,2588,15768
7679,10147,7510
10060,8418,8441
7520,5377,15871
14660,5034,1807
15406,12513,13877
5403,10705,4694
11922,3747,4359
11597,13988,12202
3246,15455,8745
2315,3594,6741
6529,3908,3197
10618,15289,7530
1892,10101,1087
11600,15707,2017
12739,3558,5980
14997,8176,7519
13419,9191,8813
2898,3896,4942
9546,9684,6070
10377,7623,8628
2559,160,2046
7136,10387,15840
3742,60,11559
5547,5597,7548
10562,10847,1498
1537,10337,137
6164,3068,2623
4428,11289,8218
865,6693,4806
10491,1723,13786
9784,450,9123
5404,9061,10270
8906,2016,7363
7189,1783,4106
4119,10921,11657
10554,12982,1425
4206,4407,9533
7402,3818,16119
6259,6259,7599
1705,10717,11111
12819,11886,13046
6600,15164,8475
10313,10313,5023
7425,4987,12533
3728,3715,14622
3368,119,2491
11473,3873,14716
1685,6897,5617
13684,6983,7216
2169,12390,2111
12692,4020,13415
14390,4272,8830
10864,12793,863
9908,5939,11597
9648,9358,12401
8760,15504,5601
4320,7045,14832
6358,2730,14396
8532,13518,7202
2960,12620,3635
16049,15117,1781
14660,12834,3139
8498,12855,7888
5017,5277,12820
7019,13294,1829
14556,15497,10122
15504,13303,2951
10137,13262,10498
14105,12023,5093
8916,3605,12010
5034,12376,14043
12109,11545,5989
7284,4207,11406
16180,12544,2995
13473,13119,3380
10614,4818,9766
16077,1269,13751
7871,15968,15148
3545,3728,13698
11091,11170,5124
92,12680,6232
7811,8981,3363
10543,2867,9703
10980,16255,4212
14682,14682,12471
3032,2876,14362
743,220,8157
4337,15600,10084
10356,16241,14545
13735,8380,15123
2226,2226,7080
5223,8649,4763
3707,16163,7858
15452,5282,5113
7753,5017,14678
8682,8352,3283
12727,4742,2171
3694,14748,4693
1163,13049,4230
3140,9228,8447
1109,15209,5582
2420,10763,7003
14567,7246,14414
3380,6995,4212
5548,10393,10758
7435,4253,3940
4684,12624,5369
79,2243,3035
2768,6413,12416
4788,13863,9726
3263,3514,11001
10063,1749,11950
9542,6267,16136
725,11318,12014
8714,540,2161
3594,9306,6028
4574,504,2916
15616,9866,584
4507,8105,16160
8747,2077,8313
13510,15131,3994
6975,6975,4791
10187,10420,15787
9072,4927,8119
9086,5898,444
2649,15910,10205
9274,7906,6410
14460,13265,11135
11193,11193,15986
12181,8871,13426
12572,8151,2220
699,4448,87
4891,7863,8872
562,1864,16053
7441,5024,15409
11723,10358,12078
5802,5802,10213
6622,7189,10994
13477,3406,7057
13321,1793,3415
8647,12627,818
14163,7563,7441
8300,3715,26
11434,5595,2249
2131,1266,16255
13022,213,6041
467,9766,8803
15205,3446,6599
7266,2549,15882
14240,14240,15846
11908,10496,6249
9791,9791,3293
5679,1810,7038
16014,15955,15659
14187,9235,3476
10732,5065,7848
106,13457,1305
565,8352,15705
1535,6506,7090
4729,6842,4146
10584,7292,12109
349,8122,11539
3697,1561,12868
15171,12077,16263
16324,412,3221
7802,12314,15973
3212,54,1443
8136,6273,4167
16103,9359,4192
11132,14174,1790
13081,14979,3366
8281,8962,9522
6104,9470,2073
12445,10507,4783
4400,525,10489
15800,3772,1128
10142,1395,14401
8897,5711,15073
7435,1194,8561
10974,642,14536
14857,5666,35
12222,3950,2074
14053,2268,15907
8468,1932,810
5344,2956,14384
4664,5599,5753
4933,3818,12840
3116,14878,1199
13632,8532,3790
6582,7390,10659
4469,6204,15475
12481,12481,3929
13052,9522,13834
3593,13969,2485
15619,15619,16342
1751,693,11855
7049,7910,16164
9702,15304,16123
10566,10751,13032
9841,12238,5
6780,3817,9628
16137,6593,14323
3086,3111,4820
10752,8751,446
4310,2402,8056
9517,13722,13160
4277,12648,6090
716,716,7864
7302,10826,8803
1435,753,9952
12988,11017,14966
14341,6702,12664
11008,11008,6681
14,2588,6483
13798,1621,2690
8591,13309,3025
11262,4737,10882
11882,10779,11036
8947,7723,5552
2597,1849,4037
1097,13868,15920
13031,15738,14419
5731,3362,7268
5203,1957,11244
1173,1860,15260
13533,14803,12401
2298,6804,9420
3650,3650,741
16165,14559,7596
11429,735,5838
369,11510,3471
7587,6499,4588
14570,15487,4947
5971,4161,5810
5481,7741,1751
4523,14878,13973
13852,11498,8702
332,2633,5037
14550,90,8340
15127,6811,102
992,5396,5889
10238,14069,14442
15818,146,12184
7015,8258,2142
3764,12318,13495
10819,7265,4507
716,3180,3922
13506,8647,3475
5938,5705,9299
7359,12535,6674
117,11161,6459
11732,4550,16378
9403,6293,8402
9099,4654,14135
7822,5666,13945
15814,11592,11011
3360,10550,15914
6969,13660,3103
9599,6238,11579
3185,5036,4517
4751,8182,14437
14264,5345,13118
8551,15869,14599
12054,11069,392
2523,1783,7751
11903,13196,13703
9405,456,12359
1507,5061,15431
9119,10409,2442
14049,7738,4787
15125,11065,6392
6370,3248,5799
7871,14228,9445
14833,15177,1157
13979,8267,11871
11726,3568,1119
5183,14344,3764
2833,9599,163
11901,4378,718
2469,373,15213
12558,12550,10511
1934,6539,15958
3525,4210,10551
12279,7828,1775
9886,11365,9146
10445,3784,3950
60,10911,10256
13449,13751,3939
11846,10037,10735
2866,4131,13381
10937,9603,13397
1516,15594,4737
3301,14535,10588
7497,13193,10242
5313,320,4770
9831,2235,3196
3562,13470,7178
6507,13673,617
16151,3720,14035
15887,10311,1246
11538,11635,10521
14584,3353,9407
3599,4787,12336
16042,13344,9272
5542,958,14068
1103,2978,1783
7721,14066,9899
15587,7892,1401
4119,15025,1547
5558,8751,617
2622,13788,7475
10846,7839,4436
7950,16107,4914
12316,11324,1544
11204,1186,10600
11417,6111,10081
2552,8392,4981
7373,7682,13388
9044,11718,15499
4000,14762,11449
8369,991,61
657,430,4866
12143,10808,2755
4859,15071,16098
13342,15331,1596
10929,246,2230
1774,2866,13511
5293,12465,13034
5024,12825,12660
2149,14883,16035
1690,14204,1629
16143,6709,14338
2389,2389,14744
14631,7655,9994
8283,11356,4284
16123,2987,12751
3960,1645,13858
3340,12692,3048
13989,4989,6087
16070,5869,1880
1204,1257,15881
5028,2059,1189
2588,12260,7710
6152,3232,13573
2939,13665,12765
15882,1176,4880
10142,5558,8046
3795,1028,12325
6995,716,8527
14315,2227,6936
5830,11029,1851
8594,3844,10814
1257,10358,12287
16135,6415,5408
5020,6748,5693
1149,5017,12383
8747,6706,13830
9546,11398,8136
5583,15422,15818
4502,13296,1875
12894,14671,4405
8230,15544,9286
12975,12975,9480
748,4665,9233
1868,13688,4989
7387,7387,4284
6435,9107,11821
9458,7731,16104
9136,8352,5824
12596,7,12420
9703,3515,5659
9661,2318,12503
5929,85,328
14460,10162,12995
3293,3985,14289
6234,9448,14398
7584,4184,10353
10223,2950,11770
9607,11076,192
5463,10652,5691
11704,11161,6740
11089,1820,11278
8124,4947,9879
8684,2379,7800
14535,4561,14326
10658,10658,11275
11098,11886,13401
11021,4754,1949
12179,12926,7260
11516,3598,234
14338,12158,7032
10274,8908,5752
7128,15435,14368
16097,6163,4816
12465,1524,4607
14023,9035,13886
7051,15513,9907
14474,14323,1779
2076,4510,1244
3784,12742,4941
2784,6906,5995
9108,11626,1245
5006,15545,14864
4629,8043,7892
7858,469,9423
7881,1980,12702
10142,7844,13675
7028,10235,10429
7703,9188,8398
7528,2985,1400
16023,8631,7051
2578,4731,8660
5839,6936,11783
784,5914,11663
12497,181,2319
7723,13319,991
10643,6689,2047
6296,12315,8820
2732,7550,14389
9045,10430,3073
8048,4293,2746
1749,7435,12424
9571,1368,9646
2578,10571,5994
1060,8657,2975
10773,1885,14603
9757,13029,5321
14316,505,6026
14646,5393,2877
9122,12435,5891
8225,4768,3821
7988,8697,11324
9518,865,3391
2020,15504,14581
3631,12021,12741
1976,10467,4197
3645,9170,1127
9136,2420,8206
9660,13194,250
6111,13473,14376
3553,3553,2676
12460,9514,14780
11856,10815,3052
643,8252,8964
13400,14857,1076
11755,3484,11838
9212,5109,13077
8301,15763,15529
15073,16151,10115
15549,8345,6287
15603,11156,12824
12749,15998,3249
15205,8315,193
4345,4345,10996
