2262,889,317
1034,1915,3040
1233,1233,1773
406,3308,983
3159,1903,776
986,149,3177
1748,2695,2472
2978,3189,675
3872,2720,8
417,417,1045
1120,554,1157
826,2495,2441
2251,4073,3869
3548,3668,3509
1509,3174,748
2456,789,3042
764,509,1225
1046,2404,3077
1815,1815,3402
402,402,1760
3371,134,2488
1748,434,2339
903,2011,2108
2238,949,3296
500,28,1987
3927,53,1836
1293,2835,2125
488,228,3328
647,2192,3455
304,1040,145
1220,1220,515
2773,2591,880
2333,3878,829
3248,2617,2445
3409,332,1681
2064,726,2209
1288,576,127
2720,2461,2887
1169,134,3098
3048,2862,767
3660,1527,1001
2918,1875,213
3342,793,645
86,339,1741
1198,591,2716
2982,3056,2364
3796,2813,1829
3020,3937,3894
3951,3449,2196
1930,2606,3328
978,2149,2731
1676,1508,3998
437,1178,2406
2483,4070,1305
3268,2623,3643
1041,1041,488
276,3369,2791
1526,2456,1165
302,2623,1134
2176,3280,3809
1280,1280,2383
2477,2272,976
2202,2202,1801
434,1304,947
3059,1404,2600
4090,517,1345
635,512,2780
3850,199,480
3680,3112,1327
2985,3154,2477
1789,3050,1983
406,1539,2810
3099,493,1378
999,3996,1016
2811,2811,2998
966,2844,1743
3156,3154,56
1413,2488,216
3447,1051,3050
3087,3944,304
3785,1240,2047
2114,2888,274
1419,2680,446
571,566,2822
3651,1320,1683
1497,2750,2297
2896,710,3672
2888,475,3886
1047,2752,1352
1632,3967,2640
3519,3793,1002
3300,2792,3013
2279,1875,127
2899,18,1215
3535,451,3695
779,3717,2082
3427,2536,3116
770,2799,1625
3855,4059,3351
2150,3007,4093
3795,2066,1972
1578,2300,359
1632,2086,3772
72,1742,456
3219,395,3110
2167,1960,4060
628,2657,328
1815,3230,532
3484,2795,1268
3651,3280,1850
2500,974,2984
983,1961,1438
674,2854,859
2732,4070,2727
3385,1307,480
866,2326,1794
3648,1964,236
12,3223,2698
2901,2719,2159
757,4081,4031
3812,3572,1580
4055,1745,3218
2896,604,429
1576,3585,2178
1593,2745,3348
991,59,1134
53,3352,1566
1835,31,893
1366,99,2025
2269,729,1443
1748,3885,2027
3315,3315,1111
186,748,3524
2978,3386,2344
2986,2462,3300
2740,3644,1493
3135,13,2965
2176,789,2710
260,1365,582
958,339,1319
2849,635,3853
536,209,2863
3797,163,3516
1630,1814,1920
1758,1570,502
1845,3448,2201
2477,2477,1871
748,748,1710
1935,3285,950
2588,2456,1832
616,441,2422
2315,1402,2417
1001,793,3335
333,864,1686
3192,505,505
772,437,4008
3673,3818,869
3516,2519,1439
1608,2456,31
858,1940,1622
3675,3675,3537
367,2892,1153
3399,3399,1489
2192,752,1340
208,208,377
3150,1307,4
3056,2965,1689
3833,748,477
3046,1815,2545
4025,703,2490
2438,2461,168
1637,2176,3406
2441,3606,3394
829,53,2004
3540,3806,1649
2481,2722,408
716,868,1290
771,72,348
1961,1685,3171
2871,3847,918
3384,3017,3481
550,3066,2632
4077,774,3442
795,1186,1701
1831,1046,4093
123,53,3647
1267,228,3514
726,636,3655
1014,2964,130
875,3154,3083
61,351,3111
2815,1240,3265
493,499,113
1057,981,262
3087,1178,2487
2021,1238,4092
1496,436,792
237,77,3989
3784,900,51
3272,1042,2484
3781,788,2842
788,1851,2666
1745,789,3621
3363,3363,1876
1945,1945,1374
2953,983,3964
3632,3893,427
3114,2340,2378
879,2461,2975
685,1794,2516
2430,3306,835
2040,2204,2534
2396,2704,677
1961,2397,1890
2428,2300,424
1724,2753,670
2706,3747,2370
2749,974,2938
2654,1654,290
879,879,2521
58,1283,2761
2728,3780,3166
1780,4011,3573
1758,1173,3948
2009,3263,3503
4018,4018,426
531,3657,2284
1290,331,109
1447,789,2584
1313,1960,3597
2681,3280,905
1303,1780,2259
3109,2895,2915
3165,879,1141
2456,2052,1919
3386,1805,2177
3293,650,3488
1814,2475,1327
2204,2450,835
3352,1158,1188
2288,692,3560
799,1234,1224
2547,3020,3875
3655,1216,3550
4090,1034,4060
2619,1304,2037
985,2422,3948
134,1914,1868
1244,3117,2096
1274,1942,624
2592,2592,565
3601,1700,4036
554,3861,2116
3124,1109,876
3899,3168,3546
1220,2986,416
822,3966,18
3430,1042,3799
2953,4021,1463
4070,516,1636
987,3932,340
1828,2603,3949
2220,4074,1152
302,1762,2338
3324,2353,3682
3936,1137,2252
2666,2034,2623
1042,3818,2202
999,516,2327
1242,615,4050
3399,1870,3415
470,3651,1046
3540,1312,3597
3872,1058,2442
3626,1875,2576
331,331,2085
764,228,1296
41,2909,1197
3806,1423,1489
1839,1505,522
493,493,642
2399,864,2934
2147,3545,3843
1419,1419,3256
2422,3222,1330
368,3626,2759
838,2918,1194
2438,2249,1107
890,2793,1843
3130,1609,170
2587,466,1838
974,3789,1403
1386,445,3965
2489,2288,3662
1585,401,1523
1402,1402,1993
3121,3527,1773
1026,3062,4023
75,2404,848
3017,3017,2970
975,3140,2362
2772,1639,2570
3069,808,2740
1765,276,214
3793,3793,3417
3148,3586,2627
1527,1254,2605
1402,3570,1857
3386,2315,633
1875,3540,1183
1336,3923,1159
1279,3900,3185
2194,708,3885
748,2495,1458
3079,2053,3997
3357,978,3232
3520,1813,3836
3092,2040,1699
434,2888,2790
4018,809,2807
1523,100,3487
1765,2868,1542
65,65,915
1577,2105,2132
2476,2476,1735
4089,99,426
475,2349,1521
2894,2328,835
2481,2416,1440
3779,744,186
236,2406,3668
99,1122,3777
2816,2461,2847
2401,390,3536
845,1874,187
1613,1613,1851
3531,2687,2650
434,2537,636
3699,4018,4006
43,1294,3232
896,685,3293
2418,3045,881
818,1863,334
743,2968,1182
1086,3585,631
2351,1998,1589
2150,1457,2471
3621,2589,114
3056,2438,3943
